GUID,GEOGDESC,Male,Female,Total
2AE1962922ED13A3E055000000000001,Raford,363,1812,156
2AE19629233213A3E055000000000001,Tiaquin,759,2476,264
2AE19629235013A3E055000000000001,Woodford,409,1315,1032
2AE19629204E13A3E055000000000001,Annagh,256,887,1072
2AE19629208B13A3E055000000000001,Ballynakill,854,2265,268
2AE1962920BD13A3E055000000000001,Caltra,562,1268,75
2AE1962920D713A3E055000000000001,Castleblakeney,2,1436,3773
2AE1962920E013A3E055000000000001,Castleffrench,947,3705,4912
2AE19629210413A3E055000000000001,Clonbrock,30,3585,2835
2AE19629204A13A3E055000000000001,Cloonkeen,538,1050,1532
2AE1962922E513A3E055000000000001,Cooloo,472,2967,4471
2AE19629230413A3E055000000000001,Derryglassaun,887,3107,3438
2AE1962922E813A3E055000000000001,Killeroran,48,357,4113
2AE1962922E913A3E055000000000001,Killian,163,3466,2322
2AE1962923AA13A3E055000000000001,Mount Bellew,938,2608,990
2AE1962922D013A3E055000000000001,Mounthazel,509,1906,1403
2AE19629232713A3E055000000000001,Taghboy,44,404,2554
2AE1962920BE13A3E055000000000001,Camas,772,3789,3373
2AE19629204913A3E055000000000001,An Fhairche,442,2723,3174
2AE19629205613A3E055000000000001,Conga,592,1217,3199
2AE1962922F113A3E055000000000001,An Crompán,877,1109,1280
2AE1962922F313A3E055000000000001,An Chorr,891,2474,1876
2AE19629234613A3E055000000000001,Garmna,285,936,3213
2AE1962923A413A3E055000000000001,Cill Chuimín,240,1244,3812
2AE19629236B13A3E055000000000001,Leitir Breacáin,449,1407,209
2AE19629236C13A3E055000000000001,Letterfore,915,1319,2234
2AE19629236D13A3E055000000000001,Leitir Móir,784,999,1697
2AE1962922E013A3E055000000000001,Oughterard,681,2710,2889
2AE1962922FB13A3E055000000000001,An Ros,640,90,1185
2AE19629234113A3E055000000000001,An Turlach,629,417,446
2AE19629235113A3E055000000000001,Wormhole,818,727,837
2AE19629210213A3E055000000000001,Abbeyville,525,3546,4588
2AE19629207513A3E055000000000001,Ballyglass,932,406,3745
2AE1962922E613A3E055000000000001,Coos,521,2997,3093
2AE19629230213A3E055000000000001,Derrew,585,3114,502
2AE19629232113A3E055000000000001,Drummin,542,2789,1960
2AE19629232D13A3E055000000000001,Eyrecourt,552,3754,791
2AE1962922EA13A3E055000000000001,Killimor,113,1213,434
2AE19629231713A3E055000000000001,Kilmalinoge,751,476,4837
2AE19629232513A3E055000000000001,Kilquain,39,591,4517
2AE19629239A13A3E055000000000001,Meelick,726,531,1314
2AE19629239C13A3E055000000000001,Moat,225,1530,337
2AE1962922EB13A3E055000000000001,Pallas,589,2673,2086
2AE1962922EC13A3E055000000000001,Portumna,788,843,3842
2AE19629233313A3E055000000000001,Tiranascragh,734,1844,4465
2AE19629234F13A3E055000000000001,Tynagh,666,3266,797
2AE1962920FF13A3E055000000000001,Abbey East,807,2510,2700
2AE19629210013A3E055000000000001,Abbey West,584,1907,416
2AE19629204613A3E055000000000001,Addergoole,160,3079,4155
2AE19629205913A3E055000000000001,Annaghdown,991,1958,1001
2AE19629205F13A3E055000000000001,Ballinderry,176,3936,867
2AE19629206813A3E055000000000001,Ballinduff,764,1101,4717
2AE19629208E13A3E055000000000001,Ballynapark,214,2781,131
2AE1962920A313A3E055000000000001,Beaghmore,115,3636,101
2AE1962920A413A3E055000000000001,Belclare,189,3381,2481
2AE1962920CD13A3E055000000000001,Carrownagur,232,2395,1010
2AE1962920D613A3E055000000000001,Carrowrevagh,866,1531,1780
2AE1962920F213A3E055000000000001,Claretuam,445,963,3813
2AE19629210313A3E055000000000001,Clonbern,550,2488,793
2AE19629205413A3E055000000000001,Cloonkeen,585,895,225
2AE1962922F213A3E055000000000001,Cummer,588,1092,4848
2AE19629231213A3E055000000000001,Donaghpatrick,472,3635,176
2AE19629231313A3E055000000000001,Doonbally,687,3026,3278
2AE19629232213A3E055000000000001,Dunmore North,770,2162,1396
2AE19629232B13A3E055000000000001,Dunmore South,691,2079,3737
2AE19629232E13A3E055000000000001,Foxhall,797,1702,4301
2AE19629235513A3E055000000000001,Headford,626,886,578
2AE19629235613A3E055000000000001,Hillsbrook,957,2088,1139
2AE19629237D13A3E055000000000001,Kilbennan,554,1484,576
2AE19629239913A3E055000000000001,Kilcoona,6,1036,1827
2AE1962922CD13A3E055000000000001,Killeany,643,349,3939
2AE1962922CF13A3E055000000000001,Killeen,596,1065,1590
2AE1962922DB13A3E055000000000001,Killererin,403,2812,4149
2AE19629230513A3E055000000000001,Killower,454,1353,341
2AE19629231513A3E055000000000001,Killursa,871,3188,920
2AE19629232413A3E055000000000001,Kilmoylan,735,3655,1908
2AE19629233013A3E055000000000001,Kilshanvy,958,305,3836
2AE19629236E13A3E055000000000001,Levally,867,3245,4973
2AE19629239B13A3E055000000000001,Milltown,696,2634,4718
2AE1962923A913A3E055000000000001,Monivea,834,2946,2147
2AE1962922D213A3E055000000000001,Moyne,227,3429,1841
2AE19629230713A3E055000000000001,Ryehill,327,1352,3283
2AE19629233413A3E055000000000001,Toberadosh,994,3508,367
2AE19629233E13A3E055000000000001,Tuam Rural,617,373,2077
2AE19629233F13A3E055000000000001,Tuam Urban,271,1634,91
2AE1962916FC13A3E055000000000001,Ballinamore,536,3104,2111
2AE19629172113A3E055000000000001,Cloverhill,638,3238,4258
2AE19629172213A3E055000000000001,Corrala,650,640,811
2AE19629171413A3E055000000000001,Drumreilly North,272,3017,455
2AE19629171513A3E055000000000001,Drumreilly South,158,505,808
2AE19629172F13A3E055000000000001,Garadice,357,1274,1534
3576C5999B084152E0530100007F0280,Greaghglass / Stralongford,672,3031,3514
2AE19629173913A3E055000000000001,Killygar,922,3609,486
2AE19629174D13A3E055000000000001,Newtowngore,63,1803,4639
2AE19629173B13A3E055000000000001,Oughteragh,400,319,3467
2AE19629170813A3E055000000000001,Aghacashel,233,287,2476
2AE19629170D13A3E055000000000001,Annaduff,975,3509,2189
2AE1962916FD13A3E055000000000001,Barnameenagh,622,2150,2594
2AE19629171813A3E055000000000001,Carrick-on-Shannon,376,3691,3504
3576C5999AA84152E0530100007F0280,Drumreilly West / Drumreilly East,354,814,4450
2AE19629172B13A3E055000000000001,Drumshanbo,751,269,2939
2AE19629172C13A3E055000000000001,Drumsna,149,2028,1892
2AE19629173713A3E055000000000001,Gortnagullion,139,1440,2654
2AE19629172513A3E055000000000001,Gowel,891,2949,13
2AE19629172913A3E055000000000001,Keshcarrigan,314,1034,3356
2AE19629173A13A3E055000000000001,Kiltubbrid,542,1725,4478
2AE19629174413A3E055000000000001,Leitrim,276,1729,1781
2AE19629174A13A3E055000000000001,Moher,891,274,1807
2AE19629175613A3E055000000000001,Yugan,735,1693,230
3576C5999AEA4152E0530100007F0280,Aghalateeve / Aghanlish,724,1218,3878
3576C5999AEB4152E0530100007F0280,Aghavoghill / Melvin,186,3129,146
2AE19629172713A3E055000000000001,Gubacreeny,382,1683,483
2AE19629174313A3E055000000000001,Kinlough,241,286,450
2AE19629175513A3E055000000000001,Tullaghan,567,3478,156
2AE1962916FB13A3E055000000000001,Ballaghameehan,55,566,1389
2AE19629170E13A3E055000000000001,Belhavel,500,1441,1270
2AE19629171E13A3E055000000000001,Cloonclare,805,3488,673
2AE19629172013A3E055000000000001,Cloonlogher,889,2869,1040
2AE19629172413A3E055000000000001,Drumahaire,616,2793,1667
2AE19629171113A3E055000000000001,Drumkeeran,493,1631,3073
3576C5999B174152E0530100007F0280,Garvagh / Arigna,23,1208,4565
2AE19629173113A3E055000000000001,Glenade,932,1483,284
2AE19629173213A3E055000000000001,Glenaniff,509,2397,995
2AE19629173313A3E055000000000001,Glenboy,309,1053,496
2AE19629173413A3E055000000000001,Glencar,982,2138,3718
2AE19629173513A3E055000000000001,Glenfarn,106,1871,4198
2AE19629172A13A3E055000000000001,Killanummery,919,1087,1618
2AE19629173813A3E055000000000001,Killarga,17,232,46
2AE19629174213A3E055000000000001,Kiltyclogher,704,870,1465
2AE19629174613A3E055000000000001,Lurganboy,381,1908,2104
2AE19629174713A3E055000000000001,Mahanagh,325,3164,4849
2AE19629174813A3E055000000000001,Manorhamilton,34,2741,3288
2AE19629174C13A3E055000000000001,Munakill,433,1474,1884
2AE19629174013A3E055000000000001,Sramore,668,3014,4768
2AE19629174113A3E055000000000001,St. Patrick's,131,565,2452
2AE19629170B13A3E055000000000001,Aghavas,103,2323,4266
2AE1962916FE13A3E055000000000001,Beihy,516,1630,744
2AE19629170F13A3E055000000000001,Breandrum,324,3802,3806
2AE19629171713A3E055000000000001,Bunnybeg,949,2894,2077
2AE19629171913A3E055000000000001,Carrigallen East,366,370,1250
2AE19629171A13A3E055000000000001,Carrigallen West,563,3354,1528
2AE19629171B13A3E055000000000001,Cashel,813,2421,33
2AE19629171C13A3E055000000000001,Castlefore,414,3603,2655
2AE19629171D13A3E055000000000001,Cattan,655,2777,2599
2AE19629171F13A3E055000000000001,Cloone,692,3311,4712
2AE19629172313A3E055000000000001,Corriga,20,3238,162
2AE19629171013A3E055000000000001,Drumard,423,1582,192
2AE19629172D13A3E055000000000001,Drumdoo,505,87,3861
2AE19629171213A3E055000000000001,Drumod,524,2547,3300
2AE19629172E13A3E055000000000001,Fenagh,360,1838,170
2AE19629173613A3E055000000000001,Gortermone,26,3310,528
2AE19629172813A3E055000000000001,Keeldra,978,3029,4587
2AE19629174513A3E055000000000001,Lisgillock,415,3570,2116
2AE19629174B13A3E055000000000001,Mohill,46,2558,3477
2AE19629173C13A3E055000000000001,Rinn,338,3269,3162
2AE19629173D13A3E055000000000001,Riverstown,852,581,4556
2AE19629173E13A3E055000000000001,Roosky,605,3266,3690
2AE19629173F13A3E055000000000001,Rowan,148,1886,4343
2AE1962918BC13A3E055000000000001,Ardnaree South Urban,325,2341,221
2AE19629197613A3E055000000000001,Ballina Urban,479,1803,2927
2AE19629194913A3E055000000000001,Castlebar Urban,931,2132,1039
2AE1962918BB13A3E055000000000001,Westport Urban,383,2866,1271
2AE19629195F13A3E055000000000001,Ardagh,130,775,2712
2AE19629196013A3E055000000000001,Ardnaree North,476,1454,1275
2AE19629196113A3E055000000000001,Ardnaree South Rural,625,3403,2158
2AE19629196A13A3E055000000000001,Attymass East,427,1931,4899
2AE19629196B13A3E055000000000001,Attymass West,784,3024,653
2AE19629197513A3E055000000000001,Ballina Rural,548,917,1580
2AE1962918CC13A3E055000000000001,Ballycastle,184,3350,2039
2AE1962918F113A3E055000000000001,Ballysakeery,323,24,1116
2AE19629190913A3E055000000000001,Béal Deirg Mór,293,639,936
2AE19629191F13A3E055000000000001,Bunaveela,574,1464,1595
2AE19629194713A3E055000000000001,Carrowmore,599,3239,3318
2AE19629197A13A3E055000000000001,Crossmolina North,830,2787,281
2AE19629198213A3E055000000000001,Crossmolina South,926,2907,2667
2AE1962918D113A3E055000000000001,Deel,969,1480,2100
2AE1962918D213A3E055000000000001,Derry,309,660,3501
2AE1962918E913A3E055000000000001,Fortland,780,192,2432
2AE19629192313A3E055000000000001,Kilfian East,649,1621,575
2AE19629192413A3E055000000000001,Kilfian South,611,3523,2173
2AE19629192F13A3E055000000000001,Kilfian West,866,3290,1499
2AE19629193013A3E055000000000001,Kilgarvan,344,3564,204
2AE19629193F13A3E055000000000001,Killala,771,3433,2484
2AE1962918C513A3E055000000000001,Lackan North,900,95,4091
2AE1962918C613A3E055000000000001,Lackan South,818,1169,2862
2AE1962918D413A3E055000000000001,Letterbrick,454,742,3287
2AE19629184413A3E055000000000001,Mount Falcon,945,1800,3596
2AE19629187513A3E055000000000001,Rathoma,539,976,3777
2AE19629187713A3E055000000000001,Sallymount,131,1617,2682
2AE19629188E13A3E055000000000001,Sraheen,11,3270,2680
2AE19629198113A3E055000000000001,Baile an Chalaidh,423,503,4076
2AE1962918CB13A3E055000000000001,Ballinrobe,140,1014,1904
2AE1962918F013A3E055000000000001,Baile Óbha,813,346,3738
2AE19629192E13A3E055000000000001,Burriscarra,506,33,920
2AE19629193C13A3E055000000000001,An Cheapaigh Dhuibh,208,215,4170
2AE19629196513A3E055000000000001,Cong,824,3625,4374
2AE19629196D13A3E055000000000001,Coonard,396,1574,1918
2AE1962918D013A3E055000000000001,Dalgan,844,1491,4415
2AE19629190D13A3E055000000000001,Hollymount,386,2788,2466
2AE19629190E13A3E055000000000001,Houndswood,171,252,894
2AE19629192213A3E055000000000001,Kilcommon,472,148,1075
2AE19629195A13A3E055000000000001,Kilmaine,286,3759,2216
2AE19629185113A3E055000000000001,Neale,318,1859,86
2AE19629185B13A3E055000000000001,Newbrook,430,1430,2688
2AE19629185E13A3E055000000000001,Abhainn Bhrain,342,3231,3754
2AE19629186913A3E055000000000001,Partraí,756,3391,22
2AE19629187613A3E055000000000001,Roslee,206,3458,799
2AE19629188113A3E055000000000001,Shrule,423,2478,1402
2AE19629195513A3E055000000000001,An Geata Mór Thuaidh,148,3524,930
2AE19629195413A3E055000000000001,An Geata Mór Theas,270,919,1219
2AE1962918FB13A3E055000000000001,Bangor,104,202,2950
2AE1962918FC13A3E055000000000001,Barr Rúscaí,172,1446,3887
2AE19629190B13A3E055000000000001,Béal an Mhuirthead,291,106,17
2AE1962918F313A3E055000000000001,Gleann na Muaidhe,79,2861,2287
2AE1962918F413A3E055000000000001,Gleann Chaisil,415,360,1931
3576C5999AEE4152E0530100007F0280,Glenco / Sheskin,904,391,4241
2AE1962918FF13A3E055000000000001,Guala Mhór,225,3858,4232
2AE19629198513A3E055000000000001,Cnoc an Daimh,518,1046,3575
2AE19629198613A3E055000000000001,Cnoc na Lobhar,360,2366,656
2AE19629184513A3E055000000000001,Moing na Bó,303,1454,4893
2AE19629184613A3E055000000000001,Na Monga,21,2245,2357
2AE19629186A13A3E055000000000001,Cnoc na Ráithe,424,2768,2802
2AE19629194413A3E055000000000001,Addergoole,667,1838,4345
2AE19629197413A3E055000000000001,Balla,12,314,4659
2AE19629197F13A3E055000000000001,Ballinafad,872,1508,1091
2AE1962918D913A3E055000000000001,Ballyhean,7,2674,1276
2AE1962918E613A3E055000000000001,Ballynagoraher,672,4,2492
2AE19629190A13A3E055000000000001,Bellavary,257,3769,2492
2AE19629191513A3E055000000000001,Breaghwy,823,378,3027
2AE19629192D13A3E055000000000001,Burren,335,1647,2814
2AE19629194813A3E055000000000001,Castlebar Rural,282,2468,3825
2AE19629195713A3E055000000000001,Clogher,453,3868,2873
2AE19629196313A3E055000000000001,Cloonkeen,98,754,3043
2AE19629197713A3E055000000000001,Croaghmoyle,650,3136,1091
2AE19629194B13A3E055000000000001,Killavally,305,3696,953
2AE19629182E13A3E055000000000001,Manulla,740,3194,1964
2AE19629186813A3E055000000000001,Pontoon,21,1371,663
2AE19629189913A3E055000000000001,Strade,428,1396,2562
2AE1962918A313A3E055000000000001,Tamhnaigh na Graí,121,1845,2845
2AE1962918B013A3E055000000000001,Turlough,298,1679,2542
2AE1962918CA13A3E055000000000001,Ballindine,246,1859,4042
2AE1962918D813A3E055000000000001,Ballyhaunis,797,813,959
2AE1962918E513A3E055000000000001,Ballyhowly,552,657,602
2AE19629190813A3E055000000000001,Bekan,724,2658,4754
2AE19629194613A3E055000000000001,Caraun,406,3927,2095
2AE19629195613A3E055000000000001,Claremorris,158,3302,2266
2AE19629196213A3E055000000000001,Cloghermore,857,3694,2190
2AE19629196F13A3E055000000000001,Course,125,3390,3422
2AE19629197913A3E055000000000001,Crossboyne,316,3826,299
2AE1962918CF13A3E055000000000001,Culnacleha,634,57,264
2AE1962918F213A3E055000000000001,Garrymore,118,3504,2672
2AE19629192113A3E055000000000001,Kilcolman,743,2582,598
2AE19629197113A3E055000000000001,Kilvine,151,2599,4639
2AE19629197C13A3E055000000000001,Knock North,33,2171,4858
2AE19629198413A3E055000000000001,Knock South,779,2666,1197
2AE1962918D513A3E055000000000001,Loughanboy,546,1476,4055
2AE19629183813A3E055000000000001,Mayo,86,117,3305
2AE19629185013A3E055000000000001,Murneen,523,291,709
2AE19629189B13A3E055000000000001,Tagheen,750,1767,4937
2AE19629195213A3E055000000000001,Aghamore,20,959,4430
2AE19629198013A3E055000000000001,Ballinamore,609,774,2031
2AE19629190C13A3E055000000000001,Bohola,996,144,1815
2AE19629191413A3E055000000000001,Brackloon,522,609,4579
2AE19629193B13A3E055000000000001,Callow,617,3140,3303
2AE19629196413A3E055000000000001,Cloonmore,532,3579,1405
2AE19629196C13A3E055000000000001,Coolnaha,218,1235,1167
2AE19629198313A3E055000000000001,Cuildoo,626,3949,4953
2AE1962918DA13A3E055000000000001,Doocastle,43,2078,1889
2AE19629191713A3E055000000000001,Kilbeagh,131,775,2430
2AE19629193E13A3E055000000000001,Kilkelly,171,1484,2350
2AE19629194C13A3E055000000000001,Killedan,508,3440,2361
2AE19629196613A3E055000000000001,Kilmovee,273,2009,42
2AE19629197013A3E055000000000001,Kiltamagh,213,988,3299
2AE19629183913A3E055000000000001,Meelick,949,3976,1278
2AE19629188D13A3E055000000000001,Sonnagh,596,3922,2301
2AE19629189A13A3E055000000000001,Swineford,615,896,1832
2AE1962918A413A3E055000000000001,Toocananagh,503,2671,1692
2AE1962918A513A3E055000000000001,Toomore,545,1806,170
2AE1962918AF13A3E055000000000001,Tumgesh,64,722,1225
2AE1962918B113A3E055000000000001,Urlaur,110,1785,2441
2AE19629193A13A3E055000000000001,Acaill,768,3564,2305
2AE19629194513A3E055000000000001,Aghagower North,270,3573,1703
2AE19629195113A3E055000000000001,Aghagower South,307,201,2294
2AE19629195313A3E055000000000001,Aillemore,755,32,4180
2AE1962918CD13A3E055000000000001,Ballycroy North,621,316,1909
2AE1962918CE13A3E055000000000001,Ballycroy South,77,3302,1050
2AE19629194A13A3E055000000000001,Clare Island,713,576,1255
2AE19629195813A3E055000000000001,Clogher,467,2106,816
2AE19629196E13A3E055000000000001,An Corrán,207,2156,200
2AE19629197813A3E055000000000001,Croaghpatrick,877,324,3527
2AE1962918D313A3E055000000000001,Derryloughan,75,1635,222
2AE1962918DB13A3E055000000000001,Dumha Éige,376,1457,2088
2AE1962918DC13A3E055000000000001,Drummin,601,1311,3909
2AE1962918E713A3E055000000000001,Emlagh,900,2027,4621
2AE1962918E813A3E055000000000001,Erriff,500,3336,4877
2AE1962918FE13A3E055000000000001,Glenhest,305,641,4501
2AE19629191613A3E055000000000001,Islandeady,428,1921,2933
2AE19629193D13A3E055000000000001,Kilgeever,4,3221,4933
2AE19629195913A3E055000000000001,Kilmaclasser,648,2100,4872
2AE19629195B13A3E055000000000001,Kilmeena,472,557,535
2AE19629196713A3E055000000000001,Kilsallagh,180,1695,3288
2AE19629197B13A3E055000000000001,Knappagh,517,2141,524
2AE19629182D13A3E055000000000001,Louisburgh,971,155,4088
2AE19629185C13A3E055000000000001,Newport East,347,1558,3263
2AE19629185D13A3E055000000000001,Newport West,649,2401,3159
3576C5999BB44152E0530100007F0280,Owennadornaun / Bundorragha,301,616,2062
2AE19629188B13A3E055000000000001,Slievemahanagh,67,629,902
2AE19629188C13A3E055000000000001,Slievemore,668,42,3741
2AE19629189813A3E055000000000001,Srahmore,413,2139,4189
2AE1962918BA13A3E055000000000001,Westport Rural,377,2735,3092
2AE196291AA813A3E055000000000001,Athlone West Rural,554,1401,37
2AE196291AC913A3E055000000000001,Ballydangan,49,1439,2481
2AE196291AD613A3E055000000000001,Ballynamona,553,24,4575
2AE196291AF113A3E055000000000001,Caltragh,461,2074,3088
2AE196291AFD13A3E055000000000001,Carnagh,878,3330,3521
2AE196291A3913A3E055000000000001,Carrowreagh,598,2039,2957
2AE196291A4713A3E055000000000001,Castlesampson,505,1521,120
2AE196291A4913A3E055000000000001,Cloonburren,156,369,1254
2AE1962919A213A3E055000000000001,Cloonown,496,1615,4307
2AE1962919BB13A3E055000000000001,Crannagh,932,3643,52
2AE1962919C613A3E055000000000001,Creagh,542,1338,4597
2AE1962919DC13A3E055000000000001,Culliagh,888,1690,4415
2AE1962919DF13A3E055000000000001,Drumlosh,767,986,121
2AE1962919E813A3E055000000000001,Dysart,145,823,2240
2AE196291A1713A3E055000000000001,Kilcar,820,662,967
2AE19629199A13A3E055000000000001,Kiltoom,781,3751,210
2AE1962919A413A3E055000000000001,Lecarrow,735,2706,1513
2AE1962919BC13A3E055000000000001,Moore,155,634,4520
2AE1962919C913A3E055000000000001,Rockhill,908,1371,2014
2AE1962919E913A3E055000000000001,Taghboy,183,3739,1810
2AE1962919EA13A3E055000000000001,Taghmaconnell,143,1252,1474
2AE1962919EC13A3E055000000000001,Thomastown,929,3133,1360
2AE196291A0513A3E055000000000001,Turrock,525,3355,1732
2AE196291A8613A3E055000000000001,Aghafin,74,2508,1841
2AE196291AA913A3E055000000000001,Aughrim East,366,2107,2887
2AE196291AB213A3E055000000000001,Aughrim West,581,2904,4005
2AE196291ACA13A3E055000000000001,Ballyfarnan,841,211,4154
2AE196291ACB13A3E055000000000001,Ballyfermoyle,793,3042,3136
2AE196291AE313A3E055000000000001,Boyle Rural,144,1713,1953
2AE196291AE413A3E055000000000001,Boyle Urban,360,550,2007
2AE196291AE513A3E055000000000001,Breedoge,763,343,1
2AE1962919A313A3E055000000000001,Cloonteen,893,3650,4264
2AE1962919C713A3E055000000000001,Creeve,660,639,687
2AE1962919D213A3E055000000000001,Croghan,45,7,4407
2AE1962919D313A3E055000000000001,Crossna,266,2239,3541
2AE1962919DD13A3E055000000000001,Danesfort,441,1285,3271
2AE196291A0013A3E055000000000001,Estersnow,125,807,3996
2AE196291A0D13A3E055000000000001,Keadew,205,1761,1661
2AE196291A1613A3E055000000000001,Kilbryan,578,235,1722
2AE196291A1813A3E055000000000001,Kilcolagh,574,2327,787
2AE196291A2F13A3E055000000000001,Killukin,556,1480,1661
2AE196291A3113A3E055000000000001,Killummod,561,3115,3288
2AE19629199013A3E055000000000001,Kilmacumsy,792,3303,443
2AE19629199113A3E055000000000001,Kilmore,344,3854,3603
3576C5999B404152E0530100007F0280,Lisgarve / Mantua,536,3832,2318
3576C5999B934152E0530100007F0280,Lough Allen / Altagowlan,846,23,4856
2AE1962919BE13A3E055000000000001,Oakport,442,376,1910
2AE1962919CA13A3E055000000000001,Rockingham,947,640,1388
2AE1962919E013A3E055000000000001,Rushfield,527,1324,826
2AE1962919F613A3E055000000000001,Tivannagh,18,1129,1764
2AE1962919F813A3E055000000000001,Tumna North,936,588,4475
2AE196291A0413A3E055000000000001,Tumna South,264,350,4242
2AE196291A9313A3E055000000000001,Artagh North,387,2638,2153
2AE196291A9C13A3E055000000000001,Artagh South,207,3747,3128
2AE196291AB313A3E055000000000001,Ballaghaderreen,616,1785,2224
2AE196291ABC13A3E055000000000001,Ballinlough,736,3319,2113
2AE196291ABD13A3E055000000000001,Ballintober,82,438,2463
2AE196291AD713A3E055000000000001,Baslick,580,585,2031
2AE196291AE213A3E055000000000001,Bellanagare,304,3809,952
2AE196291AEF13A3E055000000000001,Buckill,433,956,1023
2AE196291AFE13A3E055000000000001,Carrowduff,127,1361,2217
2AE196291A3A13A3E055000000000001,Castleplunket,651,3099,1566
2AE196291A3B13A3E055000000000001,Castlereagh,291,1526,4052
2AE196291A4813A3E055000000000001,Castleteheen,105,1283,3563
2AE1962919A113A3E055000000000001,Cloonfower,94,933,617
2AE1962919BA13A3E055000000000001,Coolougher,454,2574,3289
2AE1962919F313A3E055000000000001,Edmondstown,501,158,2304
2AE196291A0113A3E055000000000001,Fairymount,475,2468,12
2AE196291A0213A3E055000000000001,Frenchpark,254,2912,4804
2AE19629199B13A3E055000000000001,Kiltullagh,92,2489,2725
2AE1962919B213A3E055000000000001,Loughglinn,425,2473,3178
2AE196291A9213A3E055000000000001,Annaghmore,229,3653,1070
2AE196291A9D13A3E055000000000001,Athleague East,716,1409,1599
2AE196291AA713A3E055000000000001,Athleague West,538,1613,2418
2AE196291AD513A3E055000000000001,Ballygarden,393,19,809
2AE196291AF013A3E055000000000001,Bumlin,628,854,1148
2AE196291AFC13A3E055000000000001,Cams,676,3793,1415
2AE196291A4A13A3E055000000000001,Cloonfinlough,733,2922,4435
2AE1962919AE13A3E055000000000001,Cloontuskert,502,1357,4393
2AE1962919AF13A3E055000000000001,Cloonygormican,6,2847,1460
2AE1962919B013A3E055000000000001,Cloonyquin,302,3260,2813
2AE1962919C813A3E055000000000001,Creeve,444,2851,439
2AE1962919D113A3E055000000000001,Cregga,59,1901,942
2AE1962919DE13A3E055000000000001,Drumdaff,746,3763,1575
2AE1962919E713A3E055000000000001,Dunamon,489,3249,2969
2AE1962919F413A3E055000000000001,Elia,27,2940,4405
2AE1962919F513A3E055000000000001,Elphin,816,1036,784
2AE196291A0313A3E055000000000001,Fuerty,320,1297,1993
2AE196291A0E13A3E055000000000001,Kilbride North,229,3950,764
2AE196291A0F13A3E055000000000001,Kilbride South,425,160,3187
2AE196291A2313A3E055000000000001,Kilgefin,238,1946,3323
2AE196291A2413A3E055000000000001,Kilglass North,684,772,1011
2AE196291A2513A3E055000000000001,Kilglass South,656,1946,2853
2AE196291A2E13A3E055000000000001,Killavackan,257,2979,3691
2AE196291A3013A3E055000000000001,Killukin,192,420,2373
2AE19629199213A3E055000000000001,Kilteevan,424,657,3486
2AE19629199C13A3E055000000000001,Lackan,124,3792,4540
2AE1962919A613A3E055000000000001,Lismaha,377,1770,2173
2AE1962919A713A3E055000000000001,Lissonuffy,793,3737,1401
2AE1962919BD13A3E055000000000001,Mote,362,394,2091
2AE1962919BF13A3E055000000000001,Ogulla,539,1960,319
2AE1962919CB13A3E055000000000001,Roosky,352,2537,1185
2AE1962919D413A3E055000000000001,Roscommon Rural,6,1808,3274
2AE1962919D513A3E055000000000001,Roscommon Urban,248,2285,1952
2AE1962919D613A3E055000000000001,Rosmoylan,122,1847,3453
2AE1962919D713A3E055000000000001,Rossmore,896,2607,1904
2AE1962919E113A3E055000000000001,Scregg,732,1287,2098
2AE1962919E213A3E055000000000001,Strokestown,337,1401,4467
2AE1962919EB13A3E055000000000001,Termonbarry,846,2948,4920
2AE1962919F713A3E055000000000001,Tulsk,724,2502,943
2AE1962919FC13A3E055000000000001,Sligo East,714,3669,3504
2AE1962919FB13A3E055000000000001,Sligo North,621,2386,1922
2AE1962919C513A3E055000000000001,Sligo West,338,3822,2655
2AE196291A1113A3E055000000000001,Aghanagh,489,2730,2871
2AE196291A3213A3E055000000000001,Ballynashee,884,2829,3558
2AE1962919E413A3E055000000000001,Coolavin,750,1303,531
2AE1962919ED13A3E055000000000001,Cuilmore,560,2481,54
2AE196291A1213A3E055000000000001,Drumrat,791,2619,3698
2AE196291A1F13A3E055000000000001,Kilfree,341,2739,2913
2AE196291A2A13A3E055000000000001,Killadoon,293,1838,2956
2AE196291A3513A3E055000000000001,Killaraght,889,2019,1224
2AE19629198C13A3E055000000000001,Kilmactranny,450,2988,1013
2AE19629199313A3E055000000000001,Kilshalvy,100,1205,1087
2AE1962919C313A3E055000000000001,Shancough,605,2962,2416
2AE1962919E513A3E055000000000001,Templevanny,557,3835,3093
2AE1962919F213A3E055000000000001,Toomour,968,605,1766
2AE196291A1A13A3E055000000000001,Aughris,373,1363,778
2AE1962919A813A3E055000000000001,Buncrowey,474,3432,847
2AE1962919C013A3E055000000000001,Castleconor East,876,649,4916
2AE1962919C113A3E055000000000001,Castleconor West,510,213,71
2AE1962919EE13A3E055000000000001,Dromard East,927,47,3097
2AE1962919EF13A3E055000000000001,Dromard West,964,2829,1489
2AE1962919F913A3E055000000000001,Dromore,229,2819,3282
2AE196291A1313A3E055000000000001,Easky East,994,3860,1552
2AE196291A1C13A3E055000000000001,Easky West,36,2556,2166
2AE196291A2913A3E055000000000001,Kilglass,850,3662,542
2AE1962919B713A3E055000000000001,Rathmacurkey,10,2460,3734
2AE1962919C413A3E055000000000001,Skreen,892,1326,4201
2AE1962919DA13A3E055000000000001,Templeboy North,13,1434,1083
